epoch,acc,loss,val_acc,val_loss
0,0.232421875,4.17650942504406,0.09375,6.203120946884155
1,0.3125,1.85484679043293,0.046875,10.745351552963257
2,0.376953125,1.7373030632734299,0.1875,13.09595251083374
3,0.5703125,1.3072162121534348,0.1875,13.09595251083374
4,0.705078125,1.0946038663387299,0.234375,8.678037285804749
5,0.7421875,0.8036259263753891,0.375,8.441336870193481
6,0.861328125,0.8018768765032291,0.203125,12.860385537147522
7,0.923828125,0.6258101761341095,0.1875,12.77715265750885
8,0.931640625,0.5640920996665955,0.1875,13.09595251083374
9,0.861328125,0.5524512156844139,0.28125,11.584881067276001
10,0.939453125,0.4168835338205099,0.09375,14.60702395439148
11,0.94921875,0.3968520499765873,0.09375,14.60702395439148
12,0.95703125,0.5304666571319103,0.09375,14.60702395439148
13,0.955078125,0.4367605373263359,0.09375,14.60702395439148
14,0.96484375,0.328801017254591,0.09375,14.60702395439148
15,0.9765625,0.12250911281444132,0.359375,8.683114111423492
16,0.98046875,0.050976308062672615,0.4375,5.405601426959038
17,0.98828125,0.026972631632816046,0.71875,2.738338971976191
18,0.98828125,0.05790691252332181,0.71875,2.7997444085776806
19,0.96875,0.07327257539145648,0.71875,2.9096306228311732
20,0.9921875,0.02932736702496186,0.8125,1.294718844583258
21,0.99609375,0.01897546918826265,0.921875,0.6878216909099137
22,0.994140625,0.022224722044484224,0.9375,0.43846563913393766
23,0.994140625,0.036939362791599706,0.953125,0.3156462348852074
24,0.99609375,0.017789146324503236,0.96875,0.3098527918009495
25,1.0,0.0013495825915015303,0.953125,0.35000094718179753
26,0.998046875,0.003023256906089955,0.953125,0.362726317312422
27,0.99609375,0.006311382434432744,0.921875,0.3742645391703263
28,0.9921875,0.02590501458689687,0.9375,0.39663676866621245
29,0.986328125,0.03333804946123564,0.9375,0.4281542545068078
30,0.998046875,0.008856484506395645,0.984375,0.26628155057915137
31,1.0,0.002879534722524113,0.984375,0.2570326793311324
32,1.0,0.0002520458908747969,0.984375,0.144627476076721
33,1.0,0.00034679729364484047,1.0,0.010400304743882316
34,1.0,5.922176194417261e-05,1.0,0.0007361234593190602
35,0.998046875,0.031642719514366036,1.0,0.0008767407906304925
36,0.9921875,0.029642025412158546,0.96875,0.12301361134814215
37,0.998046875,0.0029355210790527053,0.984375,0.06671279942202091
38,0.998046875,0.005052103613707004,0.984375,0.06013237392380688
39,1.0,0.0007601620563946199,0.96875,0.07876089190563107
40,0.998046875,0.0032840121750723483,0.96875,0.12708008111349045
41,0.994140625,0.02082112545531345,0.90625,0.32077091845576433
42,0.9921875,0.03071007242488122,0.9375,0.21969579119831906
43,0.986328125,0.050701381522230804,0.796875,0.7455454403534532
44,0.99609375,0.014203631139025674,0.84375,0.6220259737456217
45,0.998046875,0.011293650284642354,0.890625,0.3668661646079272
46,0.9921875,0.050403926870785654,0.9375,0.13231187697329005
47,0.99609375,0.011154020074172877,0.90625,0.3409437209193129
48,0.998046875,0.004061091229232261,0.921875,0.25958638884912943
49,0.998046875,0.008336586326549877,0.921875,0.24858588261037085
50,0.98828125,0.03765549441391158,0.96875,0.10249651060075848
51,0.955078125,0.17718799761496484,0.828125,0.691998899448663
52,0.951171875,0.2379559463588521,0.859375,1.2660678208630998
53,0.923828125,0.2728278413414955,0.59375,4.224929951131344
54,0.9765625,0.09366095322184265,0.671875,2.8550891280174255
55,0.990234375,0.043551818176638335,0.515625,4.140511326491833
56,0.9765625,0.10160637472290546,0.515625,4.076701730489731
57,0.990234375,0.04458243167027831,0.59375,4.387196850846522
58,0.9921875,0.016460547791211866,0.6875,3.6519097946584225
59,0.99609375,0.006989352626987966,0.734375,2.8271509930491447
60,1.0,0.000844742276967736,0.75,2.410529339860659
61,1.0,0.0010626036309986375,0.765625,1.7403349248561426
62,0.994140625,0.012481506391850417,0.921875,0.5522158336752909
63,0.994140625,0.0202611393378902,0.953125,0.3540183463005633
64,0.994140625,0.012233090815243486,0.9375,0.37930663340739557
65,0.98828125,0.044404604253941216,0.96875,0.12542214792574669
66,0.9921875,0.02594307740946533,0.953125,0.10924979113042355
67,0.994140625,0.028091391883208416,0.953125,0.18522202351596206
68,0.994140625,0.014304478292615386,0.9375,0.08292083803985406
69,0.998046875,0.006096320741562522,0.953125,0.27476687075568407
70,1.0,0.0003266710327807232,0.921875,0.4024394308707997
71,1.0,0.0007421654358950036,0.9375,0.19226009680278366
72,1.0,0.0008779941715602035,0.953125,0.1399527630773605
73,1.0,0.00011530825418049062,0.96875,0.10471227433299646
74,1.0,5.2075900498493866e-05,0.96875,0.08143278701228951
75,1.0,7.223931436328712e-05,0.96875,0.06365826779619965
76,1.0,7.692125223002222e-05,0.984375,0.05094537347758887
77,1.0,7.384159454204564e-05,0.984375,0.043052731255215804
78,1.0,0.0005889243483068185,0.984375,0.03751885351289275
79,1.0,7.496972449416717e-05,0.984375,0.033068175656126186
80,1.0,1.550361238145115e-05,0.984375,0.031058321128540456
81,1.0,4.182666873475682e-05,0.984375,0.030112484412484264
82,1.0,3.283258655528698e-05,0.984375,0.028680958249907462
83,1.0,4.616254244638185e-05,0.984375,0.02755843650251677
