epoch,acc,loss,val_acc,val_loss
0,1.0,1.9399319626245415e-05,0.4375,4.5594498217105865
1,1.0,5.407370343846196e-05,0.4375,4.2479402795434
2,0.998046875,0.01587422783694592,0.4375,3.713363766670227
3,1.0,1.6161676668957625e-05,0.4375,3.4193845689296722
4,1.0,0.0007590013185989619,0.4375,3.0682969093322754
5,0.998046875,0.0022740507833987067,0.4375,2.7238179445266724
6,1.0,0.0007886802865257891,0.484375,2.3582721203565598
7,1.0,3.171754791253534e-05,0.53125,2.038488768041134
8,1.0,3.070204317623393e-05,0.546875,1.747325737029314
9,1.0,0.0006477710223293798,0.5625,1.5060813063755631
10,1.0,0.0008855484183953877,0.609375,1.2955327853560448
11,1.0,4.722539608792431e-05,0.640625,1.1216483563184738
12,1.0,0.00010760812759258442,0.71875,0.9734525978565216
13,1.0,6.906685210594787e-05,0.765625,0.8496006578207016
14,0.998046875,0.03150694700627099,0.796875,0.749281495809555
15,1.0,0.00061996585208135,0.828125,0.6733719874173403
16,0.998046875,0.004080538839076553,0.828125,0.6148548796772957
17,1.0,2.0643851321722195e-05,0.84375,0.5632035546004772
18,1.0,2.7802316239444735e-05,0.84375,0.5166454528807662
19,1.0,0.0001388278828642342,0.84375,0.4746044520288706
20,1.0,6.56693995324531e-05,0.859375,0.4292834947700612
21,1.0,0.00015334899362073884,0.859375,0.3811139239114709
22,1.0,0.00022672959295277906,0.890625,0.33507912811546703
23,1.0,3.239135995158904e-05,0.90625,0.28742315564886667
24,0.998046875,0.031548669133087515,0.9375,0.24468031850119587
25,1.0,0.00027081587954569386,0.953125,0.20904429758229526
26,1.0,2.386393768638584e-05,0.953125,0.1790781820727716
27,1.0,0.0017948522935853362,0.96875,0.1545420140691931
28,1.0,0.00016793230682310423,0.96875,0.13116645694026374
29,1.0,0.00047828856143894427,0.96875,0.11052773790675019
30,1.0,0.00023011887891755123,0.96875,0.09327561430563946
31,1.0,0.0001526985824256144,0.96875,0.07919895591840032
32,1.0,0.00012523999440361422,0.96875,0.06547854751076443
33,1.0,5.070551038954818e-05,0.984375,0.05501889088952794
34,1.0,0.00015505345625399514,0.984375,0.04556709693508765
35,1.0,0.00010523211015822653,0.984375,0.03667296099615669
36,1.0,0.0001259547728409416,0.984375,0.029275803560778968
37,1.0,5.5737812516554186e-05,0.984375,0.02335978853443521
38,1.0,3.354644177733235e-05,0.984375,0.019050508702157742
39,1.0,0.00042404164454978854,0.984375,0.015094176046112295
40,0.998046875,0.03149720144284274,1.0,0.011878565945167452
41,1.0,5.90641907010081e-05,1.0,0.009259602029409564
42,1.0,0.0001215563095371408,1.0,0.007115515988175503
43,1.0,3.3868982839635464e-05,1.0,0.00544139598511606
44,1.0,7.40732917989817e-05,1.0,0.0040688997291482565
45,1.0,0.001109595148164999,1.0,0.003065028006492554
46,1.0,6.485408015066696e-05,1.0,0.0022746125874846257
47,0.998046875,0.031587331626894866,1.0,0.0017211268962711301
48,1.0,0.00011020352667401312,1.0,0.0013202968104266688
49,1.0,8.767574786361365e-05,1.0,0.0010499642698285072
50,1.0,2.6348328674430377e-05,1.0,0.0008425114892602892
51,1.0,9.656071148356205e-05,1.0,0.0006822853475370039
52,1.0,0.0002023739970695715,1.0,0.0005515579148820393
53,0.998046875,0.004423794701068573,1.0,0.00044441521031046705
54,1.0,6.013895932710511e-05,1.0,0.00039087249482605557
55,1.0,0.0008266532369702873,1.0,0.00034912218777094495
56,1.0,0.000165986933154727,1.0,0.00031184739060563516
57,1.0,0.00026189434201739914,1.0,0.00027935679216994913
58,1.0,8.266320153893503e-05,1.0,0.0002504947859769402
59,1.0,1.2657146058359103e-05,1.0,0.00022821960020991128
60,1.0,2.7838032771398957e-05,1.0,0.00020806198648770646
61,1.0,9.565851692627803e-05,1.0,0.00019101906546303837
62,1.0,0.00010326809774596768,1.0,0.00017326955340379868
63,1.0,5.412529947079747e-05,1.0,0.00015985835053911046
64,1.0,1.5913499247233176e-05,1.0,0.00014675817765663624
65,1.0,8.184368459751568e-05,1.0,0.00013705105076411428
66,1.0,9.170615576437058e-05,1.0,0.00012871877503428664
67,1.0,7.527300593324071e-05,1.0,0.00012125908793514384
68,1.0,2.752757219681712e-05,1.0,0.00011522322941814878
69,1.0,2.0907181017548737e-05,1.0,0.00010872834525699204
70,1.0,0.0007397680621181735,1.0,0.00010645352888971615
71,1.0,2.0242417065219342e-05,1.0,0.00010338070710425029
72,0.998046875,0.03166174817206979,1.0,9.926414502992031e-05
73,1.0,2.4172942033828804e-05,1.0,9.614949360070568e-05
74,1.0,4.549285762323052e-05,1.0,9.285891162846838e-05
75,1.0,3.844360283977721e-05,1.0,8.956172167806642e-05
76,0.998046875,0.021236963575489654,1.0,8.801557377680069e-05
77,1.0,2.382788118637791e-05,1.0,9.246737438317609e-05
78,1.0,0.0007501829131797422,1.0,9.226020647368216e-05
79,1.0,0.0007279061539975373,1.0,8.939979611710669e-05
